Country,Year,Total Labour Force
Iceland,2009,179.175
Iceland,2010,179.325
Iceland,2011,178.55
Iceland,2012,178.625
Iceland,2013,183.1
Iceland,2014,186.75
Iceland,2015,191.25
Iceland,2016,196.3
Iceland,2017,199.325
Iceland,2018,203.875
Iceland,2019,208.325
Iceland,2020,205.8
Iceland,2021,209.675
Iceland,2022,218.7
Iceland,1990,128.3
Iceland,1991,140.5
Iceland,1992,143.0
Iceland,1993,144.2
Iceland,1994,145.4
Iceland,1995,149.0
Iceland,1996,147.525
Iceland,1997,147.765
Iceland,1998,152.086
Iceland,1999,156.488
Iceland,2000,160.061
Iceland,2001,162.721
Iceland,2002,161.994
Iceland,2003,160.35
Iceland,2004,159.675
Iceland,2005,164.025
Iceland,2006,172.725
Iceland,2007,179.575
Iceland,2008,182.425
Iceland,2009,179.175
Iceland,2010,179.325
Iceland,2011,178.55
Iceland,2012,178.625
Iceland,2013,183.1
Iceland,2014,186.75
Iceland,2015,191.25
Iceland,2016,196.3
Iceland,2017,199.325
Iceland,2018,203.875
Iceland,2019,208.325
Iceland,2020,205.8
Iceland,2021,209.675
Iceland,2022,218.7
Iceland,1990,128.3
Iceland,1991,140.5
Iceland,1992,143.0
Iceland,1993,144.2
Iceland,1994,145.4
Iceland,1995,149.0
Iceland,1996,147.525
Iceland,1997,147.765
Iceland,1998,152.086
Iceland,1999,156.488
Iceland,2000,160.061
Iceland,2001,162.721
Iceland,2002,161.994
Iceland,2003,160.35
Iceland,2004,159.675
Iceland,2005,164.025
Iceland,2006,172.725
Iceland,2007,179.575
Iceland,2008,182.425
Iceland,2009,179.175
Iceland,2010,179.325
Iceland,2011,178.55
Iceland,2012,178.625
Iceland,2013,183.1
Iceland,2014,186.75
Iceland,2015,191.25
Iceland,2016,196.3
Iceland,2017,199.325
Iceland,2018,203.875
Iceland,2019,208.325
Iceland,2020,205.8
Iceland,2021,209.675
Iceland,2022,218.7
Iceland,1990,128.3
Iceland,1991,140.5
Iceland,1992,143.0
Iceland,1993,144.2
Iceland,1994,145.4
Iceland,1995,149.0
Iceland,1996,147.525
Iceland,1997,147.765
Iceland,1998,152.086
Iceland,1999,156.488
Iceland,2000,160.061
Iceland,2001,162.721
Iceland,2002,161.994
Iceland,2003,160.35
Iceland,2004,159.675
Iceland,2005,164.025
Iceland,2006,172.725
Iceland,2007,179.575
Iceland,2008,182.425
Iceland,2009,179.175
Iceland,2010,179.325
Iceland,2011,178.55
Iceland,2012,178.625
Iceland,2013,183.1
Iceland,2014,186.75
Iceland,2015,191.25
Iceland,2016,196.3
Iceland,2017,199.325
Iceland,2018,203.875
Iceland,2019,208.325
Iceland,2020,205.8
Iceland,2021,209.675
Iceland,2022,218.7
Iceland,1990,128.3
Iceland,1991,140.5
Iceland,1992,143.0
Iceland,1993,144.2
Iceland,1994,145.4
Iceland,1995,149.0
Iceland,1996,147.525
Iceland,1997,147.765
Iceland,1998,152.086
Iceland,1999,156.488
Iceland,2000,160.061
Iceland,2001,162.721
Iceland,2002,161.994
Iceland,2003,160.35
Iceland,2004,159.675
Iceland,2005,164.025
Iceland,2006,172.725
Iceland,2007,179.575
Iceland,2008,182.425
Iceland,2009,179.175
Iceland,2010,179.325
Iceland,2011,178.55
Iceland,2012,178.625
Iceland,2013,183.1
Iceland,2014,186.75
Iceland,2015,191.25
Iceland,2016,196.3
Iceland,2017,199.325
Iceland,2018,203.875
Iceland,2019,208.325
Iceland,2020,205.8
Iceland,2021,209.675
Iceland,2022,218.7
Iceland,1990,128.3
Iceland,1991,140.5
Iceland,1992,143.0
Iceland,1993,144.2
Iceland,1994,145.4
Iceland,1995,149.0
Iceland,1996,147.525
Iceland,1997,147.765
Iceland,1998,152.086
Iceland,1999,156.488
Iceland,2000,160.061
Iceland,2001,162.721
Iceland,2002,161.994
Iceland,2003,160.35
Iceland,2004,159.675
Iceland,2005,164.025
Iceland,2006,172.725
Iceland,2007,179.575
Iceland,2008,182.425
Iceland,2009,179.175
Iceland,2010,179.325
Iceland,2011,178.55
Iceland,2012,178.625
Iceland,2013,183.1
Iceland,2014,186.75
Iceland,2015,191.25
Iceland,2016,196.3
Iceland,2017,199.325
Iceland,2018,203.875
Iceland,2019,208.325
Iceland,2020,205.8
Iceland,2021,209.675
Iceland,2022,218.7
Iceland,1990,128.3
Iceland,1991,140.5
Iceland,1992,143.0
Iceland,1993,144.2
Iceland,1994,145.4
Iceland,1995,149.0
Iceland,1996,147.525
Iceland,1997,147.765
Iceland,1998,152.086
Iceland,1999,156.488
Iceland,2000,160.061
Iceland,2001,162.721
Iceland,2002,161.994
Iceland,2003,160.35
Iceland,2004,159.675
Iceland,2005,164.025
Iceland,2006,172.725
Iceland,2007,179.575
Iceland,2008,182.425
Iceland,2009,179.175
Iceland,2010,179.325
Iceland,2011,178.55
Iceland,2012,178.625
Iceland,2013,183.1
Iceland,2014,186.75
Iceland,2015,191.25
Iceland,2016,196.3
Iceland,2017,199.325
Iceland,2018,203.875
Iceland,2019,208.325
Iceland,2020,205.8
Iceland,2021,209.675
Iceland,2022,218.7
Iceland,1990,128.3
Iceland,1991,140.5
Iceland,1992,143.0
Iceland,1993,144.2
Iceland,1994,145.4
Iceland,1995,149.0
Iceland,1996,147.525
Iceland,1997,147.765
Iceland,1998,152.086
Iceland,1999,156.488
Iceland,2000,160.061
Iceland,2001,162.721
Iceland,2002,161.994
Iceland,2003,160.35
Iceland,2004,159.675
Iceland,2005,164.025
Iceland,2006,172.725
Iceland,2007,179.575
Iceland,2008,182.425
Iceland,2009,179.175
Iceland,2010,179.325
Iceland,2011,178.55
Iceland,2012,178.625
Iceland,2013,183.1
Iceland,2014,186.75
Iceland,2015,191.25
Iceland,2016,196.3
Iceland,2017,199.325
Iceland,2018,203.875
Iceland,2019,208.325
Iceland,2020,205.8
Iceland,2021,209.675
Iceland,2022,218.7
Iceland,1990,128.3
Iceland,1991,140.5
Iceland,1992,143.0
Iceland,1993,144.2
Iceland,1994,145.4
Iceland,1995,149.0
Iceland,1996,147.525
Iceland,1997,147.765
Iceland,1998,152.086
Iceland,1999,156.488
Iceland,2000,160.061
Iceland,2001,162.721
Iceland,2002,161.994
Iceland,2003,160.35
Iceland,2004,159.675
Iceland,2005,164.025
Iceland,2006,172.725
Iceland,2007,179.575
Iceland,2008,182.425
Iceland,2009,179.175
Iceland,2010,179.325
Iceland,2011,178.55
Iceland,2012,178.625
Iceland,2013,183.1
Iceland,2014,186.75
Iceland,2015,191.25
Iceland,2016,196.3
Iceland,2017,199.325
Iceland,2018,203.875
Iceland,2019,208.325
Iceland,2020,205.8
Iceland,2021,209.675
Iceland,2022,218.7
Israel,1995,2109.95
Israel,1996,2156.9
Israel,1997,2209.9
Israel,1998,2265.85
Israel,1999,2345.075
Israel,2000,2435.0
Israel,2001,2498.925
Israel,2002,2546.7
Israel,2003,2609.975
Israel,2004,2678.55
Israel,2005,2740.075
Israel,2006,2809.725
Israel,2007,2893.8
Israel,2008,2957.025
Israel,2009,3072.85
Israel,2010,3147.125
Israel,2011,3204.2
Israel,2012,3606.025
Israel,2013,3677.85
Israel,2014,3778.333
Israel,2015,3845.717
Israel,2016,3925.175
Israel,2017,3993.1
Israel,2018,4067.717
Israel,2019,4123.717
Israel,2020,4090.4
Israel,2021,4163.275
Israel,2022,4350.4
Israel,1995,2109.95
Israel,1996,2156.9
Israel,1997,2209.9
Israel,1998,2265.85
Israel,1999,2345.075
Israel,2000,2435.0
Israel,2001,2498.925
Israel,2002,2546.7
Israel,2003,2609.975
Israel,2004,2678.55
Israel,2005,2740.075
Israel,2006,2809.725
Israel,2007,2893.8
Israel,2008,2957.025
Israel,2009,3072.85
Israel,2010,3147.125
Israel,2011,3204.2
Israel,2012,3606.025
Israel,2013,3677.85
Israel,2014,3778.333
Israel,2015,3845.717
Israel,2016,3925.175
Israel,2017,3993.1
Israel,2018,4067.717
Israel,2019,4123.717
Israel,2020,4090.4
Israel,2021,4163.275
Israel,2022,4350.4
Israel,1995,2109.95
Israel,1996,2156.9
Israel,1997,2209.9
Israel,1998,2265.85
Israel,1999,2345.075
Israel,2000,2435.0
Israel,2001,2498.925
Israel,2002,2546.7
Israel,2003,2609.975
Israel,2004,2678.55
Israel,2005,2740.075
Israel,2006,2809.725
Israel,2007,2893.8
Israel,2008,2957.025
Israel,2009,3072.85
Israel,2010,3147.125
Israel,2011,3204.2
Israel,2012,3606.025
Israel,2013,3677.85
Israel,2014,3778.333
Israel,2015,3845.717
Israel,2016,3925.175
Israel,2017,3993.1
Israel,2018,4067.717
Israel,2019,4123.717
Israel,2020,4090.4
Israel,2021,4163.275
Israel,2022,4350.4
Israel,1995,2109.95
Israel,1996,2156.9
Israel,1997,2209.9
Israel,1998,2265.85
Israel,1999,2345.075
Israel,2000,2435.0
Israel,2001,2498.925
Israel,2002,2546.7
Israel,2003,2609.975
Israel,2004,2678.55
Israel,2005,2740.075
Israel,2006,2809.725
Israel,2007,2893.8
Israel,2008,2957.025
Israel,2009,3072.85
Israel,2010,3147.125
Israel,2011,3204.2
Israel,2012,3606.025
Israel,2013,3677.85
Israel,2014,3778.333
Israel,2015,3845.717
Israel,2016,3925.175
Israel,2017,3993.1
Israel,2018,4067.717
Israel,2019,4123.717
Israel,2020,4090.4
Israel,2021,4163.275
Israel,2022,4350.4
Israel,1995,2109.95
Israel,1996,2156.9
Israel,1997,2209.9
Israel,1998,2265.85
Israel,1999,2345.075
Israel,2000,2435.0
Israel,2001,2498.925
Israel,2002,2546.7
Israel,2003,2609.975
Israel,2004,2678.55
Israel,2005,2740.075
Israel,2006,2809.725
Israel,2007,2893.8
Israel,2008,2957.025
Israel,2009,3072.85
Israel,2010,3147.125
Israel,2011,3204.2
Israel,2012,3606.025
Israel,2013,3677.85
Israel,2014,3778.333
Israel,2015,3845.717
Israel,2016,3925.175
Israel,2017,3993.1
Israel,2018,4067.717
Israel,2019,4123.717
Israel,2020,4090.4
Israel,2021,4163.275
Israel,2022,4350.4
Israel,1995,2109.95
Israel,1996,2156.9
Israel,1997,2209.9
Israel,1998,2265.85
Israel,1999,2345.075
Israel,2000,2435.0
Israel,2001,2498.925
Israel,2002,2546.7
Israel,2003,2609.975
Israel,2004,2678.55
Israel,2005,2740.075
Israel,2006,2809.725
Israel,2007,2893.8
Israel,2008,2957.025
Israel,2009,3072.85
Israel,2010,3147.125
Israel,2011,3204.2
Israel,2012,3606.025
Israel,2013,3677.85
Israel,2014,3778.333
Israel,2015,3845.717
Israel,2016,3925.175
Israel,2017,3993.1
Israel,2018,4067.717
Israel,2019,4123.717
Israel,2020,4090.4
Israel,2021,4163.275
Israel,2022,4350.4
Israel,1995,2109.95
Israel,1996,2156.9
Israel,1997,2209.9
Israel,1998,2265.85
Israel,1999,2345.075
Israel,2000,2435.0
Israel,2001,2498.925
Israel,2002,2546.7
Israel,2003,2609.975
Israel,2004,2678.55
Israel,2005,2740.075
Israel,2006,2809.725
Israel,2007,2893.8
Israel,2008,2957.025
Israel,2009,3072.85
Israel,2010,3147.125
Israel,2011,3204.2
Israel,2012,3606.025
Israel,2013,3677.85
Israel,2014,3778.333
Israel,2015,3845.717
Israel,2016,3925.175
Israel,2017,3993.1
Israel,2018,4067.717
Israel,2019,4123.717
Israel,2020,4090.4
Israel,2021,4163.275
Israel,2022,4350.4
Israel,1995,2109.95
Israel,1996,2156.9
Israel,1997,2209.9
Israel,1998,2265.85
Israel,1999,2345.075
Israel,2000,2435.0
Israel,2001,2498.925
Israel,2002,2546.7
Israel,2003,2609.975
Israel,2004,2678.55
Israel,2005,2740.075
Israel,2006,2809.725
Israel,2007,2893.8
Israel,2008,2957.025
Israel,2009,3072.85
Israel,2010,3147.125
Israel,2011,3204.2
Israel,2012,3606.025
Israel,2013,3677.85
Israel,2014,3778.333
Israel,2015,3845.717
Israel,2016,3925.175
Israel,2017,3993.1
Israel,2018,4067.717
Israel,2019,4123.717
Israel,2020,4090.4
Israel,2021,4163.275
Israel,2022,4350.4
Israel,1995,2109.95
Israel,1996,2156.9
Israel,1997,2209.9
Israel,1998,2265.85
Israel,1999,2345.075
Israel,2000,2435.0
Israel,2001,2498.925
Israel,2002,2546.7
Israel,2003,2609.975
Israel,2004,2678.55
Israel,2005,2740.075
Israel,2006,2809.725
Israel,2007,2893.8
Israel,2008,2957.025
Israel,2009,3072.85
Israel,2010,3147.125
Israel,2011,3204.2
Israel,2012,3606.025
Israel,2013,3677.85
Israel,2014,3778.333
Israel,2015,3845.717
Israel,2016,3925.175
Israel,2017,3993.1
Israel,2018,4067.717
Israel,2019,4123.717
Israel,2020,4090.4
Israel,2021,4163.275
Israel,2022,4350.4
Italy,1990,23966.0
Italy,1991,24063.0
Italy,1992,23805.0
Italy,1993,22604.07
Italy,1994,22479.85
Italy,1995,22489.05
Italy,1996,22604.04
Italy,1997,22715.47
Italy,1998,23164.6
Italy,1999,23348.5
Italy,2000,23564.63
Italy,2001,23771.2
Italy,2002,23981.32
Italy,2003,24141.13
Italy,2004,24306.53
Italy,2005,24284.18
Italy,2006,24411.7
Italy,2007,24374.82
Italy,2008,24754.47
Italy,2009,24604.88
Italy,2010,24581.85
Italy,2011,24658.95
Italy,2012,25256.32
Italy,2013,25259.07
Italy,2014,25514.45
Italy,2015,25497.45
Italy,2016,25769.45
Italy,2017,25928.82
Italy,2018,25969.43
Italy,2019,25941.07
Italy,2020,25213.6
Italy,2021,24920.75
Italy,2022,25126.9
Italy,1990,23966.0
Italy,1991,24063.0
Italy,1992,23805.0
Italy,1993,22604.07
Italy,1994,22479.85
Italy,1995,22489.05
Italy,1996,22604.04
Italy,1997,22715.47
Italy,1998,23164.6
Italy,1999,23348.5
Italy,2000,23564.63
Italy,2001,23771.2
Italy,2002,23981.32
Italy,2003,24141.13
Italy,2004,24306.53
Italy,2005,24284.18
Italy,2006,24411.7
Italy,2007,24374.82
Italy,2008,24754.47
Italy,2009,24604.88
Italy,2010,24581.85
Italy,2011,24658.95
Italy,2012,25256.32
Italy,2013,25259.07
Italy,2014,25514.45
Italy,2015,25497.45
Italy,2016,25769.45
Italy,2017,25928.82
Italy,2018,25969.43
Italy,2019,25941.07
Italy,2020,25213.6
Italy,2021,24920.75
Italy,2022,25126.9
Italy,1990,23966.0
Italy,1991,24063.0
Italy,1992,23805.0
Italy,1993,22604.07
Italy,1994,22479.85
Italy,1995,22489.05
Italy,1996,22604.04
Italy,1997,22715.47
Italy,1998,23164.6
Italy,1999,23348.5
Italy,2000,23564.63
Italy,2001,23771.2
Italy,2002,23981.32
Italy,2003,24141.13
Italy,2004,24306.53
Italy,2005,24284.18
Italy,2006,24411.7
Italy,2007,24374.82
Italy,2008,24754.47
Italy,2009,24604.88
Italy,2010,24581.85
Italy,2011,24658.95
Italy,2012,25256.32
Italy,2013,25259.07
Italy,2014,25514.45
Italy,2015,25497.45
Italy,2016,25769.45
Italy,2017,25928.82
Italy,2018,25969.43
Italy,2019,25941.07
Italy,2020,25213.6
Italy,2021,24920.75
Italy,2022,25126.9
Italy,1990,23966.0
Italy,1991,24063.0
Italy,1992,23805.0
Italy,1993,22604.07
Italy,1994,22479.85
Italy,1995,22489.05
Italy,1996,22604.04
Italy,1997,22715.47
Italy,1998,23164.6
Italy,1999,23348.5
Italy,2000,23564.63
Italy,2001,23771.2
Italy,2002,23981.32
Italy,2003,24141.13
Italy,2004,24306.53
Italy,2005,24284.18
Italy,2006,24411.7
Italy,2007,24374.82
Italy,2008,24754.47
Italy,2009,24604.88
Italy,2010,24581.85
Italy,2011,24658.95
Italy,2012,25256.32
Italy,2013,25259.07
Italy,2014,25514.45
Italy,2015,25497.45
Italy,2016,25769.45
Italy,2017,25928.82
Italy,2018,25969.43
Italy,2019,25941.07
Italy,2020,25213.6
Italy,2021,24920.75
Italy,2022,25126.9
Italy,1990,23966.0
Italy,1991,24063.0
Italy,1992,23805.0
Italy,1993,22604.07
Italy,1994,22479.85
Italy,1995,22489.05
Italy,1996,22604.04
Italy,1997,22715.47
Italy,1998,23164.6
Italy,1999,23348.5
Italy,2000,23564.63
Italy,2001,23771.2
Italy,2002,23981.32
Italy,2003,24141.13
Italy,2004,24306.53
Italy,2005,24284.18
Italy,2006,24411.7
Italy,2007,24374.82
Italy,2008,24754.47
Italy,2009,24604.88
Italy,2010,24581.85
Italy,2011,24658.95
Italy,2012,25256.32
Italy,2013,25259.07
Italy,2014,25514.45
Italy,2015,25497.45
Italy,2016,25769.45
Italy,2017,25928.82
Italy,2018,25969.43
Italy,2019,25941.07
Italy,2020,25213.6
Italy,2021,24920.75
Italy,2022,25126.9
Italy,1990,23966.0
Italy,1991,24063.0
Italy,1992,23805.0
Italy,1993,22604.07
Italy,1994,22479.85
Italy,1995,22489.05
Italy,1996,22604.04
Italy,1997,22715.47
Italy,1998,23164.6
Italy,1999,23348.5
Italy,2000,23564.63
Italy,2001,23771.2
Italy,2002,23981.32
Italy,2003,24141.13
Italy,2004,24306.53
Italy,2005,24284.18
Italy,2006,24411.7
Italy,2007,24374.82
Italy,2008,24754.47
Italy,2009,24604.88
Italy,2010,24581.85
Italy,2011,24658.95
Italy,2012,25256.32
Italy,2013,25259.07
Italy,2014,25514.45
Italy,2015,25497.45
Italy,2016,25769.45
Italy,2017,25928.82
Italy,2018,25969.43
Italy,2019,25941.07
Italy,2020,25213.6
Italy,2021,24920.75
Italy,2022,25126.9
Italy,1990,23966.0
Italy,1991,24063.0
Italy,1992,23805.0
Italy,1993,22604.07
Italy,1994,22479.85
Italy,1995,22489.05
Italy,1996,22604.04
Italy,1997,22715.47
Italy,1998,23164.6
Italy,1999,23348.5
Italy,2000,23564.63
Italy,2001,23771.2
Italy,2002,23981.32
Italy,2003,24141.13
Italy,2004,24306.53
Italy,2005,24284.18
Italy,2006,24411.7
Italy,2007,24374.82
Italy,2008,24754.47
Italy,2009,24604.88
Italy,2010,24581.85
Italy,2011,24658.95
Italy,2012,25256.32
Italy,2013,25259.07
Italy,2014,25514.45
Italy,2015,25497.45
Italy,2016,25769.45
Italy,2017,25928.82
Italy,2018,25969.43
Italy,2019,25941.07
Italy,2020,25213.6
Italy,2021,24920.75
Italy,2022,25126.9
Italy,1990,23966.0
Italy,1991,24063.0
Italy,1992,23805.0
Italy,1993,22604.07
Italy,1994,22479.85
Italy,1995,22489.05
Italy,1996,22604.04
Italy,1997,22715.47
Italy,1998,23164.6
Italy,1999,23348.5
Italy,2000,23564.63
Italy,2001,23771.2
Italy,2002,23981.32
Italy,2003,24141.13
Italy,2004,24306.53
Italy,2005,24284.18
Italy,2006,24411.7
Italy,2007,24374.82
Italy,2008,24754.47
Italy,2009,24604.88
Italy,2010,24581.85
Italy,2011,24658.95
Italy,2012,25256.32
Italy,2013,25259.07
Italy,2014,25514.45
Italy,2015,25497.45
Italy,2016,25769.45
Italy,2017,25928.82
Italy,2018,25969.43
Italy,2019,25941.07
Italy,2020,25213.6
Italy,2021,24920.75
Italy,2022,25126.9
Italy,1990,23966.0
Italy,1991,24063.0
Italy,1992,23805.0
Italy,1993,22604.07
Italy,1994,22479.85
Italy,1995,22489.05
Italy,1996,22604.04
Italy,1997,22715.47
Italy,1998,23164.6
Italy,1999,23348.5
Italy,2000,23564.63
Italy,2001,23771.2
Italy,2002,23981.32
Italy,2003,24141.13
Italy,2004,24306.53
Italy,2005,24284.18
Italy,2006,24411.7
Italy,2007,24374.82
Italy,2008,24754.47
Italy,2009,24604.88
Italy,2010,24581.85
Italy,2011,24658.95
Italy,2012,25256.32
Italy,2013,25259.07
Italy,2014,25514.45
Italy,2015,25497.45
Italy,2016,25769.45
Italy,2017,25928.82
Italy,2018,25969.43
Italy,2019,25941.07
Italy,2020,25213.6
Italy,2021,24920.75
Italy,2022,25126.9
Italy,1990,23966.0
Italy,1991,24063.0
Italy,1992,23805.0
Italy,1993,22604.07
Italy,1994,22479.85
Italy,1995,22489.05
Italy,1996,22604.04
Italy,1997,22715.47
Italy,1998,23164.6
Italy,1999,23348.5
Italy,2000,23564.63
Italy,2001,23771.2
Italy,2002,23981.32
Italy,2003,24141.13
Italy,2004,24306.53
Italy,2005,24284.18
Italy,2006,24411.7
Italy,2007,24374.82
Italy,2008,24754.47
Italy,2009,24604.88
Italy,2010,24581.85
Italy,2011,24658.95
Italy,2012,25256.32
Italy,2013,25259.07
Italy,2014,25514.45
Italy,2015,25497.45
Italy,2016,25769.45
Italy,2017,25928.82
Italy,2018,25969.43
Italy,2019,25941.07
Italy,2020,25213.6
Italy,2021,24920.75
Italy,2022,25126.9
Italy,1990,23966.0
Italy,1991,24063.0
Italy,1992,23805.0
Italy,1993,22604.07
Italy,1994,22479.85
Italy,1995,22489.05
Italy,1996,22604.04
Italy,1997,22715.47
Italy,1998,23164.6
Italy,1999,23348.5
Italy,2000,23564.63
Italy,2001,23771.2
Italy,2002,23981.32
Italy,2003,24141.13
Italy,2004,24306.53
Italy,2005,24284.18
Italy,2006,24411.7
Italy,2007,24374.82
Italy,2008,24754.47
Italy,2009,24604.88
Italy,2010,24581.85
Italy,2011,24658.95
Italy,2012,25256.32
Italy,2013,25259.07
Italy,2014,25514.45
Italy,2015,25497.45
Italy,2016,25769.45
Italy,2017,25928.82
Italy,2018,25969.43
Italy,2019,25941.07
Italy,2020,25213.6
Italy,2021,24920.75
Italy,2022,25126.9
Japan,1990,63835.83
Japan,1991,65053.33
Japan,1992,65784.16
Japan,1993,66153.34
Japan,1994,66449.16
Japan,1995,66664.16
Japan,1996,67107.5
Japan,1997,67869.16
Japan,1998,67929.16
Japan,1999,67794.16
Japan,2000,67662.5
Japan,2001,67518.34
Japan,2002,66890.0
Japan,2003,66663.34
Japan,2004,66420.84
Japan,2005,66505.84
Japan,2006,66638.34
Japan,2007,66843.34
Japan,2008,66740.0
Japan,2009,66500.0
Japan,2010,66317.5
Japan,2011,65955.0
Japan,2012,65651.66
Japan,2013,65927.5
Japan,2014,66087.5
Japan,2015,66250.84
Japan,2016,66785.0
Japan,2017,67323.34
Japan,2018,68491.66
Japan,2019,69121.66
Japan,2020,69022.5
Japan,2021,69072.5
Japan,2022,69019.16
Japan,1990,63835.83
Japan,1991,65053.33
Japan,1992,65784.16
Japan,1993,66153.34
Japan,1994,66449.16
Japan,1995,66664.16
Japan,1996,67107.5
Japan,1997,67869.16
Japan,1998,67929.16
Japan,1999,67794.16
Japan,2000,67662.5
Japan,2001,67518.34
Japan,2002,66890.0
Japan,2003,66663.34
Japan,2004,66420.84
Japan,2005,66505.84
Japan,2006,66638.34
Japan,2007,66843.34
Japan,2008,66740.0
Japan,2009,66500.0
Japan,2010,66317.5
Japan,2011,65955.0
Japan,2012,65651.66
Japan,2013,65927.5
Japan,2014,66087.5
Japan,2015,66250.84
Japan,2016,66785.0
Japan,2017,67323.34
Japan,2018,68491.66
Japan,2019,69121.66
Japan,2020,69022.5
Japan,2021,69072.5
Japan,2022,69019.16
Japan,1990,63835.83
Japan,1991,65053.33
Japan,1992,65784.16
Japan,1993,66153.34
Japan,1994,66449.16
Japan,1995,66664.16
Japan,1996,67107.5
Japan,1997,67869.16
Japan,1998,67929.16
Japan,1999,67794.16
Japan,2000,67662.5
Japan,2001,67518.34
Japan,2002,66890.0
Japan,2003,66663.34
Japan,2004,66420.84
Japan,2005,66505.84
Japan,2006,66638.34
Japan,2007,66843.34
Japan,2008,66740.0
Japan,2009,66500.0
Japan,2010,66317.5
Japan,2011,65955.0
Japan,2012,65651.66
Japan,2013,65927.5
Japan,2014,66087.5
Japan,2015,66250.84
Japan,2016,66785.0
Japan,2017,67323.34
Japan,2018,68491.66
Japan,2019,69121.66
Japan,2020,69022.5
Japan,2021,69072.5
Japan,2022,69019.16
Japan,1990,63835.83
Japan,1991,65053.33
Japan,1992,65784.16
Japan,1993,66153.34
Japan,1994,66449.16
Japan,1995,66664.16
Japan,1996,67107.5
Japan,1997,67869.16
Japan,1998,67929.16
Japan,1999,67794.16
Japan,2000,67662.5
Japan,2001,67518.34
Japan,2002,66890.0
Japan,2003,66663.34
Japan,2004,66420.84
Japan,2005,66505.84
Japan,2006,66638.34
Japan,2007,66843.34
Japan,2008,66740.0
Japan,2009,66500.0
Japan,2010,66317.5
Japan,2011,65955.0
Japan,2012,65651.66
Japan,2013,65927.5
Japan,2014,66087.5
Japan,2015,66250.84
Japan,2016,66785.0
Japan,2017,67323.34
Japan,2018,68491.66
Japan,2019,69121.66
Japan,2020,69022.5
Japan,2021,69072.5
Japan,2022,69019.16
Japan,1990,63835.83
Japan,1991,65053.33
Japan,1992,65784.16
Japan,1993,66153.34
Japan,1994,66449.16
Japan,1995,66664.16
Japan,1996,67107.5
Japan,1997,67869.16
Japan,1998,67929.16
Japan,1999,67794.16
Japan,2000,67662.5
Japan,2001,67518.34
Japan,2002,66890.0
Japan,2003,66663.34
Japan,2004,66420.84
Japan,2005,66505.84
Japan,2006,66638.34
Japan,2007,66843.34
Japan,2008,66740.0
Japan,2009,66500.0
Japan,2010,66317.5
Japan,2011,65955.0
Japan,2012,65651.66
Japan,2013,65927.5
Japan,2014,66087.5
Japan,2015,66250.84
Japan,2016,66785.0
Japan,2017,67323.34
Japan,2018,68491.66
Japan,2019,69121.66
Japan,2020,69022.5
Japan,2021,69072.5
Japan,2022,69019.16
Japan,1990,63835.83
Japan,1991,65053.33
Japan,1992,65784.16
Japan,1993,66153.34
Japan,1994,66449.16
Japan,1995,66664.16
Japan,1996,67107.5
Japan,1997,67869.16
Japan,1998,67929.16
Japan,1999,67794.16
Japan,2000,67662.5
Japan,2001,67518.34
Japan,2002,66890.0
Japan,2003,66663.34
Japan,2004,66420.84
Japan,2005,66505.84
Japan,2006,66638.34
Japan,2007,66843.34
Japan,2008,66740.0
Japan,2009,66500.0
Japan,2010,66317.5
Japan,2011,65955.0
Japan,2012,65651.66
Japan,2013,65927.5
Japan,2014,66087.5
Japan,2015,66250.84
Japan,2016,66785.0
Japan,2017,67323.34
Japan,2018,68491.66
Japan,2019,69121.66
Japan,2020,69022.5
Japan,2021,69072.5
Japan,2022,69019.16
Japan,1990,63835.83
Japan,1991,65053.33
Japan,1992,65784.16
Japan,1993,66153.34
Japan,1994,66449.16
Japan,1995,66664.16
Japan,1996,67107.5
Japan,1997,67869.16
Japan,1998,67929.16
Japan,1999,67794.16
Japan,2000,67662.5
Japan,2001,67518.34
Japan,2002,66890.0
Japan,2003,66663.34
Japan,2004,66420.84
Japan,2005,66505.84
Japan,2006,66638.34
Japan,2007,66843.34
Japan,2008,66740.0
Japan,2009,66500.0
Japan,2010,66317.5
Japan,2011,65955.0
Japan,2012,65651.66
Japan,2013,65927.5
Japan,2014,66087.5
Japan,2015,66250.84
Japan,2016,66785.0
Japan,2017,67323.34
Japan,2018,68491.66
Japan,2019,69121.66
Japan,2020,69022.5
Japan,2021,69072.5
Japan,2022,69019.16
Japan,1990,63835.83
Japan,1991,65053.33
Japan,1992,65784.16
Japan,1993,66153.34
Japan,1994,66449.16
Japan,1995,66664.16
Japan,1996,67107.5
Japan,1997,67869.16
Japan,1998,67929.16
Japan,1999,67794.16
Japan,2000,67662.5
Japan,2001,67518.34
Japan,2002,66890.0
Japan,2003,66663.34
Japan,2004,66420.84
Japan,2005,66505.84
Japan,2006,66638.34
Japan,2007,66843.34
Japan,2008,66740.0
Japan,2009,66500.0
Japan,2010,66317.5
Japan,2011,65955.0
Japan,2012,65651.66
Japan,2013,65927.5
Japan,2014,66087.5
Japan,2015,66250.84
Japan,2016,66785.0
Japan,2017,67323.34
Japan,2018,68491.66
Japan,2019,69121.66
Japan,2020,69022.5
Japan,2021,69072.5
Japan,2022,69019.16
Japan,1990,63835.83
Japan,1991,65053.33
Japan,1992,65784.16
Japan,1993,66153.34
Japan,1994,66449.16
Japan,1995,66664.16
Japan,1996,67107.5
Japan,1997,67869.16
