country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,event_correlation_score,country_a_id_fk
206,1990,1991,32,2,0.956845,1,4.374107,['Trade Sector'],0,97
44,1990,1991,32,2,0.956515,1,4.373909,['Trade Sector'],0,97
106,1990,1991,32,2,0.955635,1,4.373381,['Trade Sector'],0,97
73,1990,1990,32,2,0.9491700000000001,1,4.369502000000001,['Trade Sector'],0,97
177,1990,1990,32,2,0.94667,1,4.368002000000001,['Trade Sector'],0,97
177,1990,1991,32,2,0.941995,1,4.365197,['Trade Sector'],0,97
73,1990,1991,32,2,0.93962,1,4.363772,['Trade Sector'],0,97
208,1990,1990,31,2,0.99283,1,4.295698,['Trade Sector'],0,97
200,1990,1990,31,2,0.988765,1,4.293259,['Trade Sector'],0,97
57,1990,1990,31,2,0.9877400000000001,1,4.292644,['Trade Sector'],0,97
216,1990,1990,31,2,0.9870049999999999,1,4.292203,['Trade Sector'],0,97
208,1990,1991,31,2,0.986835,1,4.292101000000001,['Trade Sector'],0,97
57,1990,1991,31,2,0.98638,1,4.291828000000001,['Trade Sector'],0,97
100,1990,1990,31,2,0.985115,1,4.291069,['Trade Sector'],0,97
81,1990,1990,31,2,0.98455,1,4.29073,['Trade Sector'],0,97
216,1990,1991,31,2,0.9819150000000001,1,4.289149,['Trade Sector'],0,97
228,1990,1990,31,2,0.981595,1,4.288957,['Trade Sector'],0,97
208,1990,1992,31,2,0.98107,1,4.288642,['Trade Sector'],0,97
48,1990,1990,31,2,0.98095,1,4.28857,['Trade Sector'],0,97
200,1990,1991,31,2,0.9808600000000001,1,4.288516,['Trade Sector'],0,97
110,1990,1990,31,2,0.980815,1,4.288489,['Trade Sector'],0,97
81,1990,1991,31,2,0.980605,1,4.288363,['Trade Sector'],0,97
200,1990,1992,31,2,0.97907,1,4.287442,['Trade Sector'],0,97
14,1990,1990,31,2,0.97897,1,4.287382,['Trade Sector'],0,97
57,1990,1992,31,2,0.978375,1,4.287025,['Trade Sector'],0,97
106,1990,1990,31,2,0.9775849999999999,1,4.286551,['Trade Sector'],0,97
236,1990,1990,31,2,0.9767300000000001,1,4.2860380000000005,['Trade Sector'],0,97
48,1990,1991,31,2,0.976705,1,4.286023,['Trade Sector'],0,97
13,1990,1990,31,2,0.97653,1,4.285918000000001,['Trade Sector'],0,97
202,1990,1992,31,2,0.97628,1,4.285768,['Trade Sector'],0,97
13,1990,1991,31,2,0.97585,1,4.28551,['Trade Sector'],0,97
98,1990,1991,31,2,0.975795,1,4.285477,['Trade Sector'],0,97
216,1990,1992,31,2,0.9751799999999999,1,4.285108,['Trade Sector'],0,97
44,1990,1990,31,2,0.974695,1,4.284817,['Trade Sector'],0,97
156,1990,1990,31,2,0.97441,1,4.284646,['Trade Sector'],0,97
58,1990,1990,31,2,0.97432,1,4.284592,['Trade Sector'],0,97
21,1990,1990,31,2,0.97417,1,4.284502,['Trade Sector'],0,97
228,1990,1991,31,2,0.973175,1,4.283905,['Trade Sector'],0,97
81,1990,1992,31,2,0.973015,1,4.283809,['Trade Sector'],0,97
235,1990,1990,31,2,0.9725550000000001,1,4.283533,['Trade Sector'],0,97
127,1990,1990,31,2,0.97227,1,4.283362,['Trade Sector'],0,97
110,1990,1991,31,2,0.971345,1,4.282807,['Trade Sector'],0,97
215,1990,1990,31,2,0.97133,1,4.2827980000000005,['Trade Sector'],0,97
153,1990,1990,31,2,0.97113,1,4.282678000000001,['Trade Sector'],0,97
236,1990,1991,31,2,0.970485,1,4.282291,['Trade Sector'],0,97
13,1990,1992,31,2,0.97017,1,4.282102,['Trade Sector'],0,97
58,1990,1991,31,2,0.97014,1,4.282084,['Trade Sector'],0,97
14,1990,1991,31,2,0.969925,1,4.281955,['Trade Sector'],0,97
140,1990,1990,31,2,0.9696,1,4.28176,['Trade Sector'],0,97
52,1990,1991,31,2,0.969555,1,4.281733,['Trade Sector'],0,97
206,1990,1990,31,2,0.969465,1,4.2816790000000005,['Trade Sector'],0,97
153,1990,1991,31,2,0.9689650000000001,1,4.281379,['Trade Sector'],0,97
74,1990,1990,31,2,0.966885,1,4.280131,['Trade Sector'],0,97
235,1990,1991,31,2,0.966855,1,4.280113,['Trade Sector'],0,97
156,1990,1991,31,2,0.966515,1,4.279909,['Trade Sector'],0,97
176,1990,1990,31,2,0.966055,1,4.2796330000000005,['Trade Sector'],0,97
140,1990,1991,31,2,0.96577,1,4.2794620000000005,['Trade Sector'],0,97
98,1990,1992,31,2,0.9655549999999999,1,4.279333,['Trade Sector'],0,97
127,1990,1992,31,2,0.965325,1,4.2791950000000005,['Trade Sector'],0,97
153,1990,1992,31,2,0.9651700000000001,1,4.279102,['Trade Sector'],0,97
127,1990,1991,31,2,0.96511,1,4.279066,['Trade Sector'],0,97
215,1990,1991,31,2,0.9639,1,4.27834,['Trade Sector'],0,97
21,1990,1991,31,2,0.963535,1,4.2781210000000005,['Trade Sector'],0,97
106,1990,1991,31,2,0.9617199999999999,1,4.277032,['Trade Sector'],0,97
74,1990,1991,31,2,0.96085,1,4.27651,['Trade Sector'],0,97
228,1990,1992,31,2,0.9607049999999999,1,4.276423,['Trade Sector'],0,97
176,1990,1991,31,2,0.9600299999999999,1,4.2760180000000005,['Trade Sector'],0,97
203,1990,1990,31,2,0.9597800000000001,1,4.275868,['Trade Sector'],0,97
203,1990,1991,31,2,0.9590000000000001,1,4.2754,['Trade Sector'],0,97
140,1990,1992,31,2,0.958345,1,4.2750070000000004,['Trade Sector'],0,97
44,1990,1991,31,2,0.957525,1,4.274515,['Trade Sector'],0,97
110,1990,1992,31,2,0.956775,1,4.274065,['Trade Sector'],0,97
58,1990,1992,31,2,0.95614,1,4.273684,['Trade Sector'],0,97
52,1990,1992,31,2,0.9561299999999999,1,4.273678,['Trade Sector'],0,97
206,1990,1991,31,2,0.95468,1,4.272808,['Trade Sector'],0,97
176,1990,1992,31,2,0.95392,1,4.272352,['Trade Sector'],0,97
14,1990,1992,31,2,0.9532799999999999,1,4.271968,['Trade Sector'],0,97
21,1990,1992,31,2,0.95305,1,4.2718300000000005,['Trade Sector'],0,97
156,1990,1992,31,2,0.9527950000000001,1,4.271677,['Trade Sector'],0,97
235,1990,1992,31,2,0.9520299999999999,1,4.271218,['Trade Sector'],0,97
215,1990,1992,31,2,0.950545,1,4.270327,['Trade Sector'],0,97
48,1990,1992,31,2,0.949335,1,4.269601,['Trade Sector'],0,97
74,1990,1992,31,2,0.9477800000000001,1,4.268668,['Trade Sector'],0,97
203,1990,1992,31,2,0.946685,1,4.268011,['Trade Sector'],0,97
73,1990,1990,31,2,0.94611,1,4.267666,['Trade Sector'],0,97
177,1990,1990,31,2,0.94229,1,4.265374,['Trade Sector'],0,97
177,1990,1991,31,2,0.941525,1,4.264915,['Trade Sector'],0,97
106,1990,1992,31,2,0.940905,1,4.264543,['Trade Sector'],0,97
44,1990,1992,31,2,0.938185,1,4.262911,['Trade Sector'],0,97
73,1990,1991,31,2,0.935325,1,4.261195,['Trade Sector'],0,97
206,1990,1992,31,2,0.9308799999999999,1,4.258528,['Trade Sector'],0,97
177,1990,1992,31,2,0.9275100000000001,1,4.256506,['Trade Sector'],0,97
208,1990,1990,30,2,0.994595,1,4.196757,['Trade Sector'],0,97
200,1990,1990,30,2,0.993835,1,4.196301,['Trade Sector'],0,97
208,1990,1991,30,2,0.99159,1,4.194954,['Trade Sector'],0,97
200,1990,1991,30,2,0.99151,1,4.194906,['Trade Sector'],0,97
57,1990,1991,30,2,0.99089,1,4.194534,['Trade Sector'],0,97
57,1990,1990,30,2,0.989255,1,4.193553,['Trade Sector'],0,97
216,1990,1990,30,2,0.987345,1,4.192407,['Trade Sector'],0,97
216,1990,1991,30,2,0.9864550000000001,1,4.191873,['Trade Sector'],0,97
100,1990,1991,30,2,0.986315,1,4.191789,['Trade Sector'],0,97
200,1990,1993,30,2,0.98589,1,4.191534,['Trade Sector'],0,97
208,1990,1992,30,2,0.98535,1,4.19121,['Trade Sector'],0,97
81,1990,1990,30,2,0.985215,1,4.191129,['Trade Sector'],0,97
100,1990,1990,30,2,0.98515,1,4.19109,['Trade Sector'],0,97
208,1990,1993,30,2,0.9851099999999999,1,4.191066,['Trade Sector'],0,97
200,1990,1992,30,2,0.984545,1,4.190727,['Trade Sector'],0,97
81,1990,1991,30,2,0.984335,1,4.190601,['Trade Sector'],0,97
57,1990,1992,30,2,0.984225,1,4.190535000000001,['Trade Sector'],0,97
216,1990,1993,30,2,0.982955,1,4.189773,['Trade Sector'],0,97
48,1990,1990,30,2,0.98285,1,4.18971,['Trade Sector'],0,97
228,1990,1990,30,2,0.98279,1,4.189674,['Trade Sector'],0,97
216,1990,1992,30,2,0.98231,1,4.189386,['Trade Sector'],0,97
98,1990,1991,30,2,0.98216,1,4.189296000000001,['Trade Sector'],0,97
57,1990,1993,30,2,0.981385,1,4.188831,['Trade Sector'],0,97
228,1990,1991,30,2,0.9810650000000001,1,4.188639,['Trade Sector'],0,97
202,1990,1992,30,2,0.981035,1,4.188621,['Trade Sector'],0,97
110,1990,1990,30,2,0.9802150000000001,1,4.188129,['Trade Sector'],0,97
106,1990,1990,30,2,0.979535,1,4.187721,['Trade Sector'],0,97
48,1990,1991,30,2,0.979205,1,4.1875230000000006,['Trade Sector'],0,97
202,1990,1993,30,2,0.9789950000000001,1,4.187397,['Trade Sector'],0,97
14,1990,1990,30,2,0.97854,1,4.187124,['Trade Sector'],0,97
52,1990,1991,30,2,0.97844,1,4.187064,['Trade Sector'],0,97
81,1990,1992,30,2,0.978005,1,4.186803,['Trade Sector'],0,97
127,1990,1990,30,2,0.97793,1,4.186758,['Trade Sector'],0,97
98,1990,1992,30,2,0.977575,1,4.186545,['Trade Sector'],0,97
127,1990,1991,30,2,0.9774149999999999,1,4.186449,['Trade Sector'],0,97
81,1990,1993,30,2,0.977205,1,4.186323,['Trade Sector'],0,97
176,1990,1991,30,2,0.97719,1,4.186314,['Trade Sector'],0,97
106,1990,1991,30,2,0.97694,1,4.186164,['Trade Sector'],0,97
13,1990,1990,30,2,0.97614,1,4.185684,['Trade Sector'],0,97
58,1990,1990,30,2,0.97603,1,4.185618,['Trade Sector'],0,97
58,1990,1991,30,2,0.975875,1,4.185525,['Trade Sector'],0,97
236,1990,1990,30,2,0.97583,1,4.185498,['Trade Sector'],0,97
13,1990,1991,30,2,0.975355,1,4.185213,['Trade Sector'],0,97
156,1990,1990,30,2,0.9747399999999999,1,4.184844,['Trade Sector'],0,97
127,1990,1993,30,2,0.9746950000000001,1,4.184817,['Trade Sector'],0,97
153,1990,1991,30,2,0.97462,1,4.184772,['Trade Sector'],0,97
176,1990,1990,30,2,0.974515,1,4.184709,['Trade Sector'],0,97
21,1990,1990,30,2,0.974445,1,4.184667,['Trade Sector'],0,97
14,1990,1991,30,2,0.97399,1,4.184394,['Trade Sector'],0,97
44,1990,1990,30,2,0.97388,1,4.184328,['Trade Sector'],0,97
153,1990,1990,30,2,0.97357,1,4.1841420000000005,['Trade Sector'],0,97
98,1990,1993,30,2,0.97264,1,4.183584,['Trade Sector'],0,97
206,1990,1990,30,2,0.972505,1,4.183503,['Trade Sector'],0,97
215,1990,1990,30,2,0.972285,1,4.183371,['Trade Sector'],0,97
153,1990,1993,30,2,0.9721500000000001,1,4.18329,['Trade Sector'],0,97
21,1990,1991,30,2,0.972,1,4.1832,['Trade Sector'],0,97
110,1990,1991,30,2,0.9719450000000001,1,4.183167,['Trade Sector'],0,97
127,1990,1992,30,2,0.971795,1,4.183077,['Trade Sector'],0,97
153,1990,1992,30,2,0.971745,1,4.183047,['Trade Sector'],0,97
235,1990,1990,30,2,0.9716400000000001,1,4.182984,['Trade Sector'],0,97
176,1990,1992,30,2,0.9714750000000001,1,4.182885,['Trade Sector'],0,97
52,1990,1992,30,2,0.9714499999999999,1,4.18287,['Trade Sector'],0,97
13,1990,1992,30,2,0.9712449999999999,1,4.182747,['Trade Sector'],0,97
176,1990,1993,30,2,0.97122,1,4.182732,['Trade Sector'],0,97
236,1990,1991,30,2,0.971145,1,4.182687,['Trade Sector'],0,97
228,1990,1992,30,2,0.9710350000000001,1,4.182621,['Trade Sector'],0,97
215,1990,1991,30,2,0.9706600000000001,1,4.182396,['Trade Sector'],0,97
13,1990,1993,30,2,0.97061,1,4.182366,['Trade Sector'],0,97
203,1990,1991,30,2,0.9700500000000001,1,4.18203,['Trade Sector'],0,97
140,1990,1990,30,2,0.96963,1,4.181778,['Trade Sector'],0,97
156,1990,1991,30,2,0.969025,1,4.181415,['Trade Sector'],0,97
140,1990,1991,30,2,0.9685999999999999,1,4.18116,['Trade Sector'],0,97
52,1990,1993,30,2,0.96851,1,4.181106,['Trade Sector'],0,97
58,1990,1992,30,2,0.9673149999999999,1,4.180389,['Trade Sector'],0,97
228,1990,1993,30,2,0.96669,1,4.180014,['Trade Sector'],0,97
140,1990,1993,30,2,0.9661500000000001,1,4.17969,['Trade Sector'],0,97
74,1990,1990,30,2,0.966105,1,4.179663,['Trade Sector'],0,97
235,1990,1991,30,2,0.965595,1,4.179357,['Trade Sector'],0,97
140,1990,1992,30,2,0.96485,1,4.17891,['Trade Sector'],0,97
21,1990,1993,30,2,0.964285,1,4.178571,['Trade Sector'],0,97
106,1990,1992,30,2,0.9638800000000001,1,4.1783280000000005,['Trade Sector'],0,97
21,1990,1992,30,2,0.963195,1,4.177917,['Trade Sector'],0,97
236,1990,1992,30,2,0.962725,1,4.177635,['Trade Sector'],0,97
14,1990,1992,30,2,0.9626600000000001,1,4.177596,['Trade Sector'],0,97
215,1990,1992,30,2,0.9622949999999999,1,4.177377,['Trade Sector'],0,97
67,1990,1993,30,2,0.961695,1,4.177017,['Trade Sector'],0,97
203,1990,1990,30,2,0.9613849999999999,1,4.176831,['Trade Sector'],0,97
48,1990,1992,30,2,0.9608650000000001,1,4.176519,['Trade Sector'],0,97
44,1990,1991,30,2,0.9606950000000001,1,4.176417,['Trade Sector'],0,97
203,1990,1992,30,2,0.960575,1,4.176345,['Trade Sector'],0,97
58,1990,1993,30,2,0.9603200000000001,1,4.176192,['Trade Sector'],0,97
74,1990,1991,30,2,0.96012,1,4.176072,['Trade Sector'],0,97
110,1990,1992,30,2,0.95982,1,4.175892,['Trade Sector'],0,97
215,1990,1993,30,2,0.958905,1,4.175343,['Trade Sector'],0,97
14,1990,1993,30,2,0.9580150000000001,1,4.174809,['Trade Sector'],0,97
106,1990,1993,30,2,0.957365,1,4.174419,['Trade Sector'],0,97
203,1990,1993,30,2,0.9559,1,4.17354,['Trade Sector'],0,97
156,1990,1992,30,2,0.954245,1,4.172547,['Trade Sector'],0,97
110,1990,1993,30,2,0.9537500000000001,1,4.17225,['Trade Sector'],0,97
206,1990,1991,30,2,0.953525,1,4.172115,['Trade Sector'],0,97
235,1990,1992,30,2,0.95339,1,4.172034,['Trade Sector'],0,97
101,1990,1993,30,2,0.9530000000000001,1,4.1718,['Trade Sector'],0,97
74,1990,1992,30,2,0.949265,1,4.1695590000000005,['Trade Sector'],0,97
156,1990,1993,30,2,0.94853,1,4.169118,['Trade Sector'],0,97
235,1990,1993,30,2,0.948,1,4.1688,['Trade Sector'],0,97
48,1990,1993,30,2,0.947895,1,4.168737,['Trade Sector'],0,97
74,1990,1993,30,2,0.947605,1,4.168563,['Trade Sector'],0,97
98,1990,1996,27,3,0.94442,1,4.166652,['Trade Sector'],0,97
73,1990,1990,30,2,0.9440500000000001,1,4.16643,['Trade Sector'],0,97
177,1990,1991,30,2,0.94345,1,4.16607,['Trade Sector'],0,97
177,1990,1992,30,2,0.94078,1,4.164468,['Trade Sector'],0,97
177,1990,1990,30,2,0.93999,1,4.163994,['Trade Sector'],0,97
44,1990,1992,30,2,0.9391700000000001,1,4.163502,['Trade Sector'],0,97
177,1990,1993,30,2,0.9386749999999999,1,4.163205,['Trade Sector'],0,97
73,1990,1991,30,2,0.933395,1,4.160037,['Trade Sector'],0,97
206,1990,1992,30,2,0.92855,1,4.15713,['Trade Sector'],0,97
200,1990,1990,29,2,0.99656,1,4.097936000000001,['Trade Sector'],0,97
208,1990,1990,29,2,0.99517,1,4.0971020000000005,['Trade Sector'],0,97
200,1990,1991,29,2,0.992235,1,4.095341,['Trade Sector'],0,97
57,1990,1990,29,2,0.99196,1,4.095176,['Trade Sector'],0,97
208,1990,1991,29,2,0.9910399999999999,1,4.0946240000000005,['Trade Sector'],0,97
57,1990,1991,29,2,0.9903,1,4.094180000000001,['Trade Sector'],0,97
200,1990,1992,29,2,0.9883649999999999,1,4.093019,['Trade Sector'],0,97
81,1990,1990,29,2,0.9879100000000001,1,4.092746,['Trade Sector'],0,97
216,1990,1990,29,2,0.98735,1,4.09241,['Trade Sector'],0,97
200,1990,1993,29,2,0.986745,1,4.092047000000001,['Trade Sector'],0,97
228,1990,1990,29,2,0.98654,1,4.091924000000001,['Trade Sector'],0,97
100,1990,1990,29,2,0.9860949999999999,1,4.0916570000000005,['Trade Sector'],0,97
48,1990,1991,29,2,0.98593,1,4.091558,['Trade Sector'],0,97
100,1990,1991,29,2,0.98571,1,4.091426,['Trade Sector'],0,97
216,1990,1991,29,2,0.9856750000000001,1,4.091405000000001,['Trade Sector'],0,97
208,1990,1992,29,2,0.98543,1,4.091258000000001,['Trade Sector'],0,97
208,1990,1993,29,2,0.985155,1,4.091093000000001,['Trade Sector'],0,97
200,1990,1994,29,2,0.985045,1,4.091027,['Trade Sector'],0,97
216,1990,1993,29,2,0.98482,1,4.090892,['Trade Sector'],0,97
208,1990,1994,29,2,0.98455,1,4.090730000000001,['Trade Sector'],0,97
57,1990,1992,29,2,0.98417,1,4.090502000000001,['Trade Sector'],0,97
48,1990,1990,29,2,0.983935,1,4.090361000000001,['Trade Sector'],0,97
81,1990,1991,29,2,0.983395,1,4.090037000000001,['Trade Sector'],0,97
57,1990,1994,29,2,0.98271,1,4.089626000000001,['Trade Sector'],0,97
106,1990,1990,29,2,0.9826699999999999,1,4.089602,['Trade Sector'],0,97
216,1990,1992,29,2,0.9825349999999999,1,4.089521,['Trade Sector'],0,97
57,1990,1993,29,2,0.9820500000000001,1,4.089230000000001,['Trade Sector'],0,97
176,1990,1990,29,2,0.982025,1,4.089215,['Trade Sector'],0,97
98,1990,1991,29,2,0.98197,1,4.089182,['Trade Sector'],0,97
202,1990,1992,29,2,0.9811449999999999,1,4.088687,['Trade Sector'],0,97
14,1990,1990,29,2,0.98061,1,4.088366000000001,['Trade Sector'],0,97
127,1990,1990,29,2,0.980515,1,4.088309000000001,['Trade Sector'],0,97
176,1990,1993,29,2,0.980505,1,4.088303000000001,['Trade Sector'],0,97
216,1990,1994,29,2,0.980365,1,4.0882190000000005,['Trade Sector'],0,97
110,1990,1990,29,2,0.98035,1,4.08821,['Trade Sector'],0,97
176,1990,1992,29,2,0.9799100000000001,1,4.0879460000000005,['Trade Sector'],0,97
228,1990,1991,29,2,0.9797849999999999,1,4.087871000000001,['Trade Sector'],0,97
176,1990,1991,29,2,0.97959,1,4.087754,['Trade Sector'],0,97
176,1990,1994,29,2,0.97929,1,4.087574,['Trade Sector'],0,97
81,1990,1994,29,2,0.979135,1,4.087481,['Trade Sector'],0,97
202,1990,1993,29,2,0.9788399999999999,1,4.0873040000000005,['Trade Sector'],0,97
98,1990,1992,29,2,0.9782200000000001,1,4.086932000000001,['Trade Sector'],0,97
127,1990,1991,29,2,0.977845,1,4.0867070000000005,['Trade Sector'],0,97
58,1990,1990,29,2,0.977795,1,4.086677000000001,['Trade Sector'],0,97
52,1990,1994,29,2,0.9776400000000001,1,4.086584,['Trade Sector'],0,97
52,1990,1991,29,2,0.97759,1,4.0865540000000005,['Trade Sector'],0,97
153,1990,1994,29,2,0.977455,1,4.086473000000001,['Trade Sector'],0,97
81,1990,1993,29,2,0.9774,1,4.0864400000000005,['Trade Sector'],0,97
202,1990,1994,29,2,0.977385,1,4.086431,['Trade Sector'],0,97
81,1990,1992,29,2,0.9772700000000001,1,4.086362,['Trade Sector'],0,97
98,1990,1993,29,2,0.97709,1,4.086254,['Trade Sector'],0,97
100,1990,1992,29,2,0.97689,1,4.086134,['Trade Sector'],0,97
13,1990,1990,29,2,0.97646,1,4.085876000000001,['Trade Sector'],0,97
127,1990,1992,29,2,0.976405,1,4.085843000000001,['Trade Sector'],0,97
153,1990,1990,29,2,0.976175,1,4.085705000000001,['Trade Sector'],0,97
52,1990,1993,29,2,0.976035,1,4.085621000000001,['Trade Sector'],0,97
21,1990,1990,29,2,0.975995,1,4.085597,['Trade Sector'],0,97
156,1990,1990,29,2,0.97595,1,4.085570000000001,['Trade Sector'],0,97
127,1990,1993,29,2,0.9757450000000001,1,4.085447,['Trade Sector'],0,97
127,1990,1994,29,2,0.97565,1,4.08539,['Trade Sector'],0,97
106,1990,1991,29,2,0.97558,1,4.085348000000001,['Trade Sector'],0,97
236,1990,1990,29,2,0.9750099999999999,1,4.085006,['Trade Sector'],0,97
98,1990,1994,29,2,0.974865,1,4.084919,['Trade Sector'],0,97
13,1990,1991,29,2,0.9744349999999999,1,4.0846610000000005,['Trade Sector'],0,97
140,1990,1994,29,2,0.974415,1,4.084649000000001,['Trade Sector'],0,97
58,1990,1991,29,2,0.974405,1,4.084643000000001,['Trade Sector'],0,97
52,1990,1992,29,2,0.973675,1,4.084205000000001,['Trade Sector'],0,97
215,1990,1990,29,2,0.9736499999999999,1,4.08419,['Trade Sector'],0,97
44,1990,1990,29,2,0.9733799999999999,1,4.084028,['Trade Sector'],0,97
153,1990,1991,29,2,0.973345,1,4.084007000000001,['Trade Sector'],0,97
228,1990,1992,29,2,0.973245,1,4.083947,['Trade Sector'],0,97
153,1990,1993,29,2,0.9731449999999999,1,4.083887000000001,['Trade Sector'],0,97
14,1990,1991,29,2,0.97265,1,4.08359,['Trade Sector'],0,97
156,1990,1991,29,2,0.972375,1,4.083425,['Trade Sector'],0,97
153,1990,1992,29,2,0.97191,1,4.083146,['Trade Sector'],0,97
235,1990,1990,29,2,0.971495,1,4.082897000000001,['Trade Sector'],0,97
106,1990,1993,29,2,0.971465,1,4.082879,['Trade Sector'],0,97
110,1990,1991,29,2,0.9713799999999999,1,4.082828,['Trade Sector'],0,97
236,1990,1991,29,2,0.971275,1,4.082765,['Trade Sector'],0,97
206,1990,1990,29,2,0.971115,1,4.082669,['Trade Sector'],0,97
21,1990,1994,29,2,0.97071,1,4.082426000000001,['Trade Sector'],0,97
106,1990,1992,29,2,0.97057,1,4.082342000000001,['Trade Sector'],0,97
228,1990,1993,29,2,0.970505,1,4.0823030000000005,['Trade Sector'],0,97
140,1990,1990,29,2,0.97036,1,4.082216000000001,['Trade Sector'],0,97
13,1990,1994,29,2,0.97036,1,4.082216000000001,['Trade Sector'],0,97
21,1990,1991,29,2,0.97009,1,4.082054,['Trade Sector'],0,97
13,1990,1992,29,2,0.96965,1,4.081790000000001,['Trade Sector'],0,97
215,1990,1991,29,2,0.968685,1,4.081211000000001,['Trade Sector'],0,97
13,1990,1993,29,2,0.96865,1,4.08119,['Trade Sector'],0,97
203,1990,1991,29,2,0.968385,1,4.081031,['Trade Sector'],0,97
67,1990,1993,29,2,0.9678,1,4.08068,['Trade Sector'],0,97
228,1990,1994,29,2,0.96777,1,4.080662,['Trade Sector'],0,97
21,1990,1993,29,2,0.967595,1,4.080557000000001,['Trade Sector'],0,97
140,1990,1991,29,2,0.96718,1,4.0803080000000005,['Trade Sector'],0,97
106,1990,1994,29,2,0.96706,1,4.080236,['Trade Sector'],0,97
58,1990,1992,29,2,0.967025,1,4.080215000000001,['Trade Sector'],0,97
140,1990,1993,29,2,0.96696,1,4.080176000000001,['Trade Sector'],0,97
235,1990,1991,29,2,0.966375,1,4.0798250000000005,['Trade Sector'],0,97
203,1990,1990,29,2,0.96635,1,4.07981,['Trade Sector'],0,97
67,1990,1994,29,2,0.9658450000000001,1,4.079507,['Trade Sector'],0,97
